genesymbol,cell_type,organ,organism
THBS2,Leydig cells,Reproductive,human
CCN3,Interneurons,Brain,human
CCN3,Meningeal cells,Brain,human
CCN3,Smooth muscle cells,Smooth muscle,human
CCN3,Schwann cells,Brain,human
PLXNA1,Interneurons,Brain,human
PLXNA1,Meningeal cells,Brain,human
PLXNA1,Smooth muscle cells,Smooth muscle,human
PLXNA1,Schwann cells,Brain,human
PTX3,Fibroblasts,Connective tissue,human
PKD2,Fibroblasts,Connective tissue,human
HAS1,Fibroblasts,Connective tissue,human
ERCC1,Fibroblasts,Connective tissue,human
CCN4,Fibroblasts,Connective tissue,human
RIPK3,Fibroblasts,Connective tissue,human
DDR2,Fibroblasts,Connective tissue,human
ELN,Fibroblasts,Connective tissue,human
FN1,Mesangial cells,Kidney,human
FN1,Pancreatic stellate cells,Pancreas,human
FN1,Fibroblasts,Connective tissue,human
FN1,Monocytes,Immune system,human
HHIP,Fibroblasts,Connective tissue,human
HHIP,Smooth muscle cells,Smooth muscle,human
FMO2,Fibroblasts,Connective tissue,human
COL1A2,Fibroblasts,Connective tissue,human
COL1A2,Pancreatic stellate cells,Pancreas,human
COL1A2,Hepatic stellate cells,Liver,human
COL3A1,Pancreatic stellate cells,Pancreas,human
COL3A1,Hepatic stellate cells,Liver,human
COL3A1,Müller cells,Eye,human
COL3A1,Fibroblasts,Connective tissue,human
FSTL1,Fibroblasts,Connective tissue,human
GSN,Fibroblasts,Connective tissue,human
COL1A1,Pericytes,Vasculature,human
COL1A1,Müller cells,Eye,human
COL1A1,Osteoblasts,Bone,human
COL1A1,Pancreatic stellate cells,Pancreas,human
COL1A1,Hepatic stellate cells,Liver,human
COL1A1,Fibroblasts,Connective tissue,human
NOX4,Smooth muscle cells,Smooth muscle,human
NOX4,Fibroblasts,Connective tissue,human
NOX4,Proximal tubule cells,Kidney,human
SERPINH1,Fibroblasts,Connective tissue,human
SERPINH1,Hepatocytes,Liver,human
PDGFRA,Fibroblasts,Connective tissue,human
PDGFRA,Pancreatic stellate cells,Pancreas,human
PDGFRA,Meningeal cells,Brain,human
PDGFRA,Oligodendrocyte progenitor cells,Brain,human
EN1,Interneurons,Brain,human
EN1,Fibroblasts,Connective tissue,human
DCN,Hepatic stellate cells,Liver,human
DCN,Meningeal cells,Brain,human
DCN,Fibroblasts,Connective tissue,human
CEBPB,Sebocytes,Skin,human
CEBPB,Fibroblasts,Connective tissue,human
EGR1,Microglia,Brain,human
EGR1,Natural killer T cells,Immune system,human
EGR1,Fibroblasts,Connective tissue,human
EGR1,Hematopoietic stem cells,Bone,human
FOSL2,Microfold cells,GI tract,human
FOSL2,Fibroblasts,Connective tissue,human
HIF1A,Luminal epithelial cells,Mammary gland,human
HIF1A,Osteoclasts,Bone,human
HIF1A,Osteoblasts,Bone,human
HIF1A,Fibroblasts,Connective tissue,human
KLF2,Fibroblasts,Connective tissue,human
KLF6,Fibroblasts,Connective tissue,human
KLF6,Tuft cells,GI tract,human
KLF9,Fibroblasts,Connective tissue,human
NFAT5,Fibroblasts,Connective tissue,human
NFATC1,Megakaryocytes,Immune system,human
NFATC1,Fibroblasts,Connective tissue,human
NFKB1,Fibroblasts,Connective tissue,human
NFKB1,T helper cells,Immune system,human
NR4A1,Natural killer T cells,Immune system,human
NR4A1,Fibroblasts,Connective tissue,human
PBX1,Fibroblasts,Connective tissue,human
PBX1,Neuroblasts,Brain,human
RUNX1,Satellite cells,Skeletal muscle,human
RUNX1,Luminal epithelial cells,Mammary gland,human
RUNX1,Fibroblasts,Connective tissue,human
RUNX1,Hematopoietic stem cells,Bone,human
LAMC1,Fibroblasts,Connective tissue,human
MEDAG,Fibroblasts,Connective tissue,human
Q99N05,Fibroblasts,Connective tissue,mouse
LAMB1,Fibroblasts,Connective tissue,human
MDK,Fibroblasts,Connective tissue,human
GSTM5,Müller cells,Eye,human
GSTM5,Fibroblasts,Connective tissue,human
NGF,Myoblasts,Skeletal muscle,human
NGF,Fibroblasts,Connective tissue,human
P4HTM,Fibroblasts,Connective tissue,human
CKAP4,Fibroblasts,Connective tissue,human
TTF1,Merkel cells,Skin,human
SLC6A4,Mast cells,Immune system,human
SLC6A4,Serotonergic neurons,Brain,human
TSHR,Thymocytes,Thymus,human
TG,Follicular cells,Thyroid,human
IYD,Follicular cells,Thyroid,human
TPO,Follicular cells,Thyroid,human
DIO1,Follicular cells,Thyroid,human
SLC26A7,Follicular cells,Thyroid,human
SLC16A11,Follicular cells,Thyroid,human
FOXE1,Follicular cells,Thyroid,human
PGC,Pulmonary alveolar type II cells,Lungs,human
CLDN18,Pulmonary alveolar type I cells,Lungs,human
CLDN18,Foveolar cells,GI tract,human
CLDN18,Pulmonary alveolar type II cells,Lungs,human
AKR1B10,Foveolar cells,GI tract,human
IL33,Meningeal cells,Brain,human
IL33,Platelets,Blood,human
IL33,Foveolar cells,GI tract,human
IL33,Müller cells,Eye,human
IL33,Osteoblasts,Bone,human
IL33,Oligodendrocytes,Brain,human
SLC6A1,Müller cells,Eye,human
SLC6A1,Satellite glial cells,Brain,human
SLC6A1,GABAergic neurons,Brain,human
GAD1,Interneurons,Brain,human
GAD1,GABAergic neurons,Brain,human
GAD1,Purkinje neurons,Brain,human
PAX2,GABAergic neurons,Brain,human
PAX2,Interneurons,Brain,human
SLC32A1,Glycinergic neurons,Brain,human
SLC32A1,GABAergic neurons,Brain,human
GAD2,Purkinje neurons,Brain,human
GAD2,GABAergic neurons,Brain,human
TNFAIP8L3,GABAergic neurons,Brain,human
SEMA3C,GABAergic neurons,Brain,human
MYBPC1,GABAergic neurons,Brain,human
PARM1,GABAergic neurons,Brain,human
PARM1,Transient cells,Kidney,human
DLX1,Neural stem/precursor cells,Brain,human
DLX1,GABAergic neurons,Brain,human
DLX1,Interneurons,Brain,human
PPY,Gamma (PP) cells,Pancreas,human
CMTM8,Gamma (PP) cells,Pancreas,human
PPY2P,Gamma (PP) cells,Pancreas,human
SERTM1,Gamma (PP) cells,Pancreas,human
SLITRK6,Gamma (PP) cells,Pancreas,human
SEMA3E,Gamma (PP) cells,Pancreas,human
SEMA3E,Interneurons,Brain,human
SEMA3E,Pulmonary alveolar type I cells,Lungs,human
SEMA3E,Podocytes,Kidney,human
APOBEC2,Gamma (PP) cells,Pancreas,human
ABCC9,Pericytes,Vasculature,human
ABCC9,Gamma (PP) cells,Pancreas,human
THSD7A,Gamma (PP) cells,Pancreas,human
THSD7A,Podocytes,Kidney,human
PTGFR,Gamma (PP) cells,Pancreas,human
CHN2,Gamma (PP) cells,Pancreas,human
EGR3,Hematopoietic stem cells,Bone,human
EGR3,Gamma (PP) cells,Pancreas,human
LMO3,Gamma (PP) cells,Pancreas,human
MEIS1,Hematopoietic stem cells,Bone,human
MEIS1,Gamma (PP) cells,Pancreas,human
ZNF503,Gamma (PP) cells,Pancreas,human
FGB,Gamma (PP) cells,Pancreas,human
GNLY,NK cells,Immune system,human
GNLY,Gamma delta T cells,Immune system,human
GZMB,Gamma delta T cells,Immune system,human
GZMB,NK cells,Immune system,human
GZMB,Plasmacytoid dendritic cells,Immune system,human
GZMB,Natural killer T cells,Immune system,human
GZMB,Plasma cells,Immune system,human
GZMB,T cytotoxic cells,Immune system,human
FGFBP2,NK cells,Immune system,human
FGFBP2,Gamma delta T cells,Immune system,human
NKG7,Gamma delta T cells,Immune system,human
NKG7,NK cells,Immune system,human
PRF1,NK cells,Immune system,human
PRF1,Natural killer T cells,Immune system,human
PRF1,Gamma delta T cells,Immune system,human
KLRF1,Gamma delta T cells,Immune system,human
KLRF1,NK cells,Immune system,human
KLRD1,Gamma delta T cells,Immune system,human
KLRD1,NK cells,Immune system,human
GZMA,NK cells,Immune system,human
GZMA,Gamma delta T cells,Immune system,human
GZMA,T cells,Immune system,human
CD247,NK cells,Immune system,human
CD247,T cells,Immune system,human
CD247,Gamma delta T cells,Immune system,human
CLIC3,Gamma delta T cells,Immune system,human
CD7,T cells,Immune system,human
CD7,Gamma delta T cells,Immune system,human
CD7,Monocytes,Immune system,human
CD7,NK cells,Immune system,human
ADGRG1,Gamma delta T cells,Immune system,human
ADGRG1,Hematopoietic stem cells,Bone,human
STMN1,Gamma delta T cells,Immune system,human
STMN1,Schwann cells,Brain,human
TYMS,Gamma delta T cells,Immune system,human
MKI67,Gamma delta T cells,Immune system,human
MKI67,Germ cells,Reproductive,human
UBE2C,Gamma delta T cells,Immune system,human
TUBA1B,Gamma delta T cells,Immune system,human
ASPM,Gamma delta T cells,Immune system,human
CENPA,Gamma delta T cells,Immune system,human
TOP2A,Gamma delta T cells,Immune system,human
PCNA,Gamma delta T cells,Immune system,human
AURKB,Gamma delta T cells,Immune system,human
BIRC5,Gamma delta T cells,Immune system,human
NUSAP1,Gamma delta T cells,Immune system,human
TROAP,Gamma delta T cells,Immune system,human
TUBB,Tuft cells,GI tract,mouse
TUBB,Gamma delta T cells,Immune system,human
H2AX,Gamma delta T cells,Immune system,human
CENPF,Gamma delta T cells,Immune system,human
CCNB1,Gamma delta T cells,Immune system,human
H2AZ1,Gamma delta T cells,Immune system,human
BHLHA15,Plasma cells,Immune system,human
PRKCZ,Gastric chief cells,GI tract,human
PRKCZ,Oligodendrocytes,Brain,human
CHIA,Gastric chief cells,GI tract,human
CHRM3,Gastric chief cells,GI tract,human
TFAP2C,Trophoblast stem cells,Embryo,human
TFAP2C,Trophoblast progenitor cells,Embryo,human
TFAP2C,Germ cells,Reproductive,human
DAZL,Germ cells,Reproductive,human
DDX4,Germ cells,Reproductive,human
ZAR1,Germ cells,Reproductive,human
PRM1,Germ cells,Reproductive,human
TNP2,Germ cells,Reproductive,human
FABP9,Leydig cells,Reproductive,human
ODF2,Germ cells,Reproductive,human
PHF7,Sertoli cells,Reproductive,human
CREB5,Oligodendrocytes,Brain,human
P05214,Germ cells,Reproductive,mouse
SPATA18,Germ cells,Reproductive,human
PGK2,Germ cells,Reproductive,human
CABS1,Germ cells,Reproductive,human
H1-7,Germ cells,Reproductive,human
GAPDHS,Germ cells,Reproductive,human
PRM3,Germ cells,Reproductive,human
TNP1,Germ cells,Reproductive,human
SMCP,Germ cells,Reproductive,human
PRM2,Germ cells,Reproductive,human
SORD,Proximal tubule cells,Kidney,human
FKBP6,Germ cells,Reproductive,human
TAF7L,Germ cells,Reproductive,human
SYCP1,Germ cells,Reproductive,human
SOHLH1,Germ cells,Reproductive,human
SLC25A31,Germ cells,Reproductive,human
PHF13,Germ cells,Reproductive,human
EGR4,Germ cells,Reproductive,human
SMC1B,Germ cells,Reproductive,human
RSBN1L,Germ cells,Reproductive,human
DYNLT1,Germ cells,Reproductive,human
PARN,Germ cells,Reproductive,human
CHEK1,Germ cells,Reproductive,human
DMC1,Germ cells,Reproductive,human
MRPL14,Germ cells,Reproductive,human
MLH3,Germ cells,Reproductive,human
SPAG6,Germ cells,Reproductive,human
ZPBP2,Germ cells,Reproductive,human
DNAH6,Germ cells,Reproductive,human
CAMK4,Germ cells,Reproductive,human
CREM,Germ cells,Reproductive,human
CREM,Pinealocytes,Brain,human
MYO1D,Oligodendrocytes,Brain,human
MYO1D,Germ cells,Reproductive,human
MYO1D,Podocytes,Kidney,human
HOOK1,Germ cells,Reproductive,human
SPATA12,Germ cells,Reproductive,human
DRD2,Glomus cells,,human
DRD2,Tanycytes,Brain,human
NOS1,Glomus cells,,human
NOS1,Interneurons,Brain,human
NOS1,Leydig cells,Reproductive,human
HMOX2,Glomus cells,,human
NDUFA4L2,Glomus cells,,human
COX4I2,Glomus cells,,human
COX4I2,Loop of Henle cells,Kidney,human
TNFRSF1A,Glomus cells,,human
CTH,Glomus cells,,human
CBS,Glomus cells,,human
KCNK3,Glomus cells,,human
ASIC1,Glomus cells,,human
ASIC3,Glomus cells,,human
CALD1,Mesangial cells,Kidney,human
CALD1,Myofibroblasts,Smooth muscle,human
CALD1,Glomus cells,,human
COL4A1,Glomus cells,,human
COL4A1,Pancreatic stellate cells,Pancreas,human
COL4A1,Stromal cells,Connective tissue,human
GFRA1,Glomus cells,,human
GAP43,Glomus cells,,human
MMP9,Neutrophils,Immune system,human
MMP9,Osteoclasts,Bone,human
MMP9,Glomus cells,,human
MMP9,Macrophages,Immune system,human
KCNJ11,Glomus cells,,human
ABCC8,Glomus cells,,human
KCNK9,Glomus cells,,human
SLC17A7,Neurons,Brain,human
SLC17A7,Glutaminergic neurons,Brain,human
MEIS2,Glutaminergic neurons,Brain,human
MEIS2,Mast cells,Immune system,human
SLC17A8,Tanycytes,Brain,human
SLC17A8,Glutaminergic neurons,Brain,human
SLC1A1,Neurons,Brain,human
SLC1A1,Immature neurons,Brain,human
SLC1A1,Glutaminergic neurons,Brain,human
SLC6A9,Glycinergic neurons,Brain,human
MUC2,Paneth cells,GI tract,human
MUC2,Goblet cells,GI tract,human
SLC9A8,Leydig cells,Reproductive,human
SLC9A8,Proximal tubule cells,Kidney,human
ITLN1,Goblet cells,GI tract,human
ITLN1,Paneth cells,GI tract,human
TPSG1,Mast cells,Immune system,human
ATOH1,Tuft cells,GI tract,human
ATOH1,Goblet cells,GI tract,human
ATOH1,Merkel cells,Skin,human
MANF,Goblet cells,GI tract,human
SPINK4,Goblet cells,GI tract,human
AMH,Sertoli cells,Reproductive,human
AMH,Granulosa cells,Reproductive,human
P20826,Sertoli cells,Reproductive,mouse
FHL1,Platelets,Blood,human
INHA,Sertoli cells,Reproductive,human
INHA,Granulosa cells,Reproductive,human
HSD3B1,Leydig cells,Reproductive,human
HSD17B1,Sertoli cells,Reproductive,human
FSHR,Sertoli cells,Reproductive,human
FSHR,Granulosa cells,Reproductive,human
CYP19A1,Granulosa cells,Reproductive,human
MPL,Hematopoietic stem cells,Bone,human
MPL,Megakaryocytes,Immune system,human
MPL,Platelets,Blood,human
SLAMF1,Hematopoietic stem cells,Bone,human
SLAMF1,Megakaryocytes,Immune system,human
SLAMF1,Thymocytes,Thymus,human
ABCB1,Hematopoietic stem cells,Bone,human
BAALC,Hematopoietic stem cells,Bone,human
CDCP1,Satellite cells,Skeletal muscle,human
CDCP1,Hematopoietic stem cells,Bone,human
MYADM,Hematopoietic stem cells,Bone,human
TGFB2,Hematopoietic stem cells,Bone,human
TGFB2,Tanycytes,Brain,human
PTPRE,Hematopoietic stem cells,Bone,human
TAF7,Hematopoietic stem cells,Bone,human
GPR171,Hematopoietic stem cells,Bone,human
GPR171,Macrophages,Immune system,human
NFE2,Hematopoietic stem cells,Bone,human
LYL1,Hematopoietic stem cells,Bone,human
ELF1,Hematopoietic stem cells,Bone,human
HLF,Hematopoietic stem cells,Bone,human
RGS18,Hematopoietic stem cells,Bone,human
RGS18,Megakaryocytes,Immune system,human
RGS18,Platelets,Blood,human
RGS18,Osteoclasts,Bone,human
MYCT1,Hematopoietic stem cells,Bone,human
MYCN,Hematopoietic stem cells,Bone,human
ARID3A,Hematopoietic stem cells,Bone,human
ITGA2B,Hematopoietic stem cells,Bone,human
ITGA2B,Platelets,Blood,human
ITGA2B,Megakaryocytes,Immune system,human
TXNIP,Hematopoietic stem cells,Bone,human
PTPRS,Hematopoietic stem cells,Bone,human
GFI1,Hematopoietic stem cells,Bone,human
GFI1,Merkel cells,Skin,human
CD48,Hematopoietic stem cells,Bone,human
CD48,Monocytes,Immune system,human
HMGB3,Hematopoietic stem cells,Bone,human
APC,Hematopoietic stem cells,Bone,human
GNL3,Hematopoietic stem cells,Bone,human
MGST1,Hematopoietic stem cells,Bone,human
PRNP,Hematopoietic stem cells,Bone,human
HLX,Hematopoietic stem cells,Bone,human
NKX3-1,Hematopoietic stem cells,Bone,human
NCOR2,Hematopoietic stem cells,Bone,human
CTNNAL1,Podocytes,Kidney,human
CTNNAL1,Hematopoietic stem cells,Bone,human
PBX2,Hematopoietic stem cells,Bone,human
NEO1,Hematopoietic stem cells,Bone,human
NEO1,Mast cells,Immune system,human
MAFF,Hematopoietic stem cells,Bone,human
CDH2,Hematopoietic stem cells,Bone,human
GFI1B,Tuft cells,GI tract,human
GFI1B,Hematopoietic stem cells,Bone,human
NOTCH2,Hematopoietic stem cells,Bone,human
NOTCH2,Sertoli cells,Reproductive,human
PLXDC2,Hematopoietic stem cells,Bone,human
ESAM,Hematopoietic stem cells,Bone,human
ESAM,Platelets,Blood,human
TRPC6,Hematopoietic stem cells,Bone,human
TET2,Hematopoietic stem cells,Bone,human
TET2,Monocytes,Immune system,human
ADAMTS13,Podocytes,Kidney,human
PPARA,Melanocytes,Skin,human
NGFR,Keratinocytes,Skin,human
NGFR,Schwann cells,Brain,human
SYP,Taste receptor cells,,human
SYP,Megakaryocytes,Immune system,human
TAGLN,Myofibroblasts,Smooth muscle,human
TAGLN,Schwann cells,Brain,human
TAGLN,Hepatic stellate cells,Liver,human
TAGLN,Smooth muscle cells,Smooth muscle,human
RBP1,Hepatic stellate cells,Liver,human
MYL9,Myofibroblasts,Smooth muscle,human
MYL9,Myoepithelial cells,Smooth muscle,human
MYL9,Mesangial cells,Kidney,human
MYL9,Peritubular myoid cells,Reproductive,human
MYL9,Platelets,Blood,human
MYL9,Smooth muscle cells,Smooth muscle,human
MYL9,Hepatic stellate cells,Liver,human
TPM2,Hepatic stellate cells,Liver,human
TPM2,Mesangial cells,Kidney,human
TPM2,Peritubular myoid cells,Reproductive,human
BGN,Hepatic stellate cells,Liver,human
BGN,Smooth muscle cells,Smooth muscle,human
CCN1,Hepatic stellate cells,Liver,human
COLEC11,Pericytes,Vasculature,human
COLEC11,Hepatic stellate cells,Liver,human
KRT18,Merkel cells,Skin,human
KRT18,Luminal epithelial cells,Mammary gland,human
KRT18,Hepatoblasts,Liver,human
KRT18,Mammary epithelial cells,Mammary gland,human
MET,Satellite cells,Skeletal muscle,human
MET,Hepatoblasts,Liver,human
MET,Podocytes,Kidney,human
GCK,Hepatocytes,Liver,human
LRP5,Hepatocytes,Liver,human
LRP5,Osteoblasts,Bone,human
SLC10A1,Hepatocytes,Liver,human
ATP7B,Hepatocytes,Liver,human
ATP7B,Luminal epithelial cells,Mammary gland,human
FGFR4,Hepatocytes,Liver,human
FGFR4,Luminal epithelial cells,Mammary gland,human
FGFR4,Myoblasts,Skeletal muscle,human
CRP,Hepatocytes,Liver,human
GRP,Hepatocytes,Liver,human
KIF13B,Oligodendrocytes,Brain,human
KIF13B,Hepatocytes,Liver,human
LIPC,Hepatocytes,Liver,human
G6PC1,Proximal tubule cells,Kidney,human
G6PC1,Hepatocytes,Liver,human
UGT1A1,Hepatocytes,Liver,human
ZHX2,Hepatocytes,Liver,human
FOXA3,Hepatocytes,Liver,human
CYP7A1,Hepatocytes,Liver,human
CYP2D6,Hepatocytes,Liver,human
CYP2C9,Hepatocytes,Liver,human
CYP2C19,Hepatocytes,Liver,human
CYP2B6,Hepatocytes,Liver,human
CYP2A6,Hepatocytes,Liver,human
CYP1A2,Hepatocytes,Liver,human
GPC3,Hepatocytes,Liver,human
CYP1A1,Hepatocytes,Liver,human
O70165,Kupffer cells,Liver,mouse
TAT,Hepatocytes,Liver,human
PRRG4,Hepatocytes,Liver,human
PLSCR1,Monocytes,Immune system,human
FGA,Loop of Henle cells,Kidney,human
ANG,Hepatocytes,Liver,human
SAT2,Hepatocytes,Liver,human
FGL1,Hepatocytes,Liver,human
PAH,Hepatocytes,Liver,human
APOA2,Hepatocytes,Liver,human
FGG,Luminal epithelial cells,Mammary gland,human
ORM1,Hepatocytes,Liver,human
Q00896,Hepatocytes,Liver,mouse
P58710,Hepatocytes,Liver,mouse
HAL,Hepatocytes,Liver,human
CYP2A7,Hepatocytes,Liver,human
HMGCS1,Hepatocytes,Liver,human
TM7SF2,Hepatocytes,Liver,human
SEC16B,Hepatocytes,Liver,human
SLBP,Hepatocytes,Liver,human
RND3,Hepatocytes,Liver,human
RND3,Neural stem/precursor cells,Brain,human
GHR,Hepatocytes,Liver,human
GHR,Proximal tubule cells,Kidney,human
ALDH6A1,Hepatocytes,Liver,human
MASP2,Hepatocytes,Liver,human
AKR1C1,Hepatocytes,Liver,human
HPR,Hepatocytes,Liver,human
GLUL,Müller cells,Eye,human
GLUL,Satellite glial cells,Brain,human
GLUL,Hepatocytes,Liver,human
ASL,Proximal tubule cells,Kidney,human
ASL,Hepatocytes,Liver,human
P04939,Hepatocytes,Liver,mouse
TMEM97,Hepatocytes,Liver,human
CP,Hepatocytes,Liver,human
ACAT2,Hepatocytes,Liver,human
MSMO1,Hepatocytes,Liver,human
RCAN1,Hepatocytes,Liver,human
RPP25L,Hepatocytes,Liver,human
APOM,Hepatocytes,Liver,human
TKFC,Hepatocytes,Liver,human
PON3,Hepatocytes,Liver,human
C1orf53,Hepatocytes,Liver,human
TTC36,Proximal tubule cells,Kidney,human
TTC36,Hepatocytes,Liver,human
GOLT1A,Hepatocytes,Liver,human
MCC,Hepatocytes,Liver,human
NNT,Hepatocytes,Liver,human
SAA4,Hepatocytes,Liver,human
MRPS18C,Hepatocytes,Liver,human
OCIAD1,Hepatocytes,Liver,human
APOA5,Hepatocytes,Liver,human
ENTPD5,Hepatocytes,Liver,human
C4B_2,Hepatocytes,Liver,human
EID2,Hepatocytes,Liver,human
TP53INP2,Hepatocytes,Liver,human
ATIC,Hepatocytes,Liver,human
SAMD5,Hepatocytes,Liver,human
GRB14,Hepatocytes,Liver,human
ABCD3,Hepatocytes,Liver,human
ABCD3,Pulmonary alveolar type II cells,Lungs,human
RHOB,Hepatocytes,Liver,human
EPB41L4B,Hepatocytes,Liver,human
GPAT4,Hepatocytes,Liver,human
SPTBN1,Hepatocytes,Liver,human
SDC2,Hepatocytes,Liver,human
PHLDA1,Hepatocytes,Liver,human
WTAP,Hepatocytes,Liver,human
ACADM,Hepatocytes,Liver,human
PCLO,Immature neurons,Brain,human
CUX2,Neuroblasts,Brain,human
CUX2,Plasmacytoid dendritic cells,Immune system,human
CUX2,Immature neurons,Brain,human
SLC12A5,Immature neurons,Brain,human
SLC12A5,Neurons,Brain,human
STIM2,Immature neurons,Brain,human
CUL5,Immature neurons,Brain,human
HIVEP2,Immature neurons,Brain,human
NTRK3,Immature neurons,Brain,human
RND2,Immature neurons,Brain,human
FEZF2,Immature neurons,Brain,human
SOX5,Immature neurons,Brain,human
ROBO1,Immature neurons,Brain,human
EPHA3,Immature neurons,Brain,human
YY2,Immature neurons,Brain,human
NOTCH3,Pericytes,Vasculature,human
NOTCH3,Smooth muscle cells,Smooth muscle,human
NOTCH3,Radial glia cells,Brain,human
NOTCH3,Immature neurons,Brain,human
NOTCH3,Satellite cells,Skeletal muscle,human
LHX6,Interneurons,Brain,human
LHX6,Immature neurons,Brain,human
NES,Immature neurons,Brain,human
NES,Neuroblasts,Brain,human
RBFOX3,Immature neurons,Brain,human
